"Name","Total Population by Age Group"
"Description","Total population by age group."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Tables: B01003, B01001 and B09001&nbsp;(2005-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>.&nbsp;"
"Notes","Percents refer to the percent of the total population."

Location,Age Group,TimeFrame,DataFormat,Data,Fips
St. George,Children Under 18 Years,2007,Number,45760,501
St. George,Children Under 18 Years,2007,Percent,0.25028,501
St. George,Youth 18 to 24 Years,2007,Number,23669,501
St. George,Youth 18 to 24 Years,2007,Percent,0.12946,501
South Beach,Adults 25 Years and Older,2007,Number,94426,502
South Beach,Adults 25 Years and Older,2007,Percent,0.70368,502
South Beach,Children Under 18 Years,2007,Number,30215,502
South Beach,Children Under 18 Years,2007,Percent,0.22517,502
South Beach,Youth 18 to 24 Years,2007,Number,9547,502
South Beach,Youth 18 to 24 Years,2007,Percent,0.07115,502
Tottenville,Adults 25 Years and Older,2007,Number,112426,503
Tottenville,Adults 25 Years and Older,2007,Percent,0.68306,503
Tottenville,Children Under 18 Years,2007,Number,38172,503
Tottenville,Children Under 18 Years,2007,Percent,0.23192,503
Tottenville,Youth 18 to 24 Years,2007,Number,13994,503
Tottenville,Youth 18 to 24 Years,2007,Percent,0.08502,503
Bronx,Adults 25 Years and Older,2007,Number,838630,36005
Bronx,Adults 25 Years and Older,2007,Percent,0.61051,36005
Bronx,Children Under 18 Years,2007,Number,387256,36005
Bronx,Children Under 18 Years,2007,Percent,0.28192,36005
Bronx,Youth 18 to 24 Years,2007,Number,147773,36005
Bronx,Youth 18 to 24 Years,2007,Percent,0.10758,36005
Brooklyn,Adults 25 Years and Older,2007,Number,1633242,36047
Brooklyn,Adults 25 Years and Older,2007,Percent,0.64605,36047
Brooklyn,Children Under 18 Years,2007,Number,636685,36047
Brooklyn,Children Under 18 Years,2007,Percent,0.25185,36047
Brooklyn,Youth 18 to 24 Years,2007,Number,258123,36047
Brooklyn,Youth 18 to 24 Years,2007,Percent,0.1021,36047
Manhattan,Adults 25 Years and Older,2007,Number,1206095,36061
Manhattan,Adults 25 Years and Older,2007,Percent,0.7441,36061
Manhattan,Children Under 18 Years,2007,Number,273315,36061
Manhattan,Children Under 18 Years,2007,Percent,0.16862,36061
Manhattan,Youth 18 to 24 Years,2007,Number,141457,36061
Manhattan,Youth 18 to 24 Years,2007,Percent,0.08727,36061
Queens,Adults 25 Years and Older,2007,Number,1576890,36081
Queens,Adults 25 Years and Older,2007,Percent,0.69456,36081
Queens,Children Under 18 Years,2007,Number,486306,36081
Queens,Children Under 18 Years,2007,Percent,0.2142,36081
Queens,Youth 18 to 24 Years,2007,Number,207142,36081
Queens,Youth 18 to 24 Years,2007,Percent,0.09124,36081
Staten Island,Adults 25 Years and Older,2007,Number,320256,36085
Staten Island,Adults 25 Years and Older,2007,Percent,0.66497,36085
Staten Island,Children Under 18 Years,2007,Number,114147,36085
Staten Island,Children Under 18 Years,2007,Percent,0.23701,36085
Staten Island,Youth 18 to 24 Years,2007,Number,47210,36085
Staten Island,Youth 18 to 24 Years,2007,Percent,0.09803,36085
New York City,Adults 25 Years and Older,2007,Number,5575113,3651000
New York City,Adults 25 Years and Older,2007,Percent,0.67377,3651000
New York City,Children Under 18 Years,2007,Number,1897709,3651000
New York City,Children Under 18 Years,2007,Percent,0.22934,3651000
New York City,Youth 18 to 24 Years,2007,Number,801705,3651000
New York City,Youth 18 to 24 Years,2007,Percent,0.09689,3651000
Battery Park/Tribeca,Adults 25 Years and Older,2008,Number,45322.99272,101
Battery Park/Tribeca,Adults 25 Years and Older,2008,Percent,0.73529,101
Battery Park/Tribeca,Children Under 18 Years,2008,Number,9791.59826,101
Battery Park/Tribeca,Children Under 18 Years,2008,Percent,0.15885,101
Battery Park/Tribeca,Youth 18 to 24 Years,2008,Number,6525.30911,101
Battery Park/Tribeca,Youth 18 to 24 Years,2008,Percent,0.10586,101
Greenwich Village,Adults 25 Years and Older,2008,Number,66906.00729,102
Greenwich Village,Adults 25 Years and Older,2008,Percent,0.73529,102
Greenwich Village,Children Under 18 Years,2008,Number,14454.40174,102
Greenwich Village,Children Under 18 Years,2008,Percent,0.15885,102
Greenwich Village,Youth 18 to 24 Years,2008,Number,9632.69089,102
Greenwich Village,Youth 18 to 24 Years,2008,Percent,0.10586,102
Lower East Side,Adults 25 Years and Older,2008,Number,129901,103
Lower East Side,Adults 25 Years and Older,2008,Percent,0.76958,103
Lower East Side,Children Under 18 Years,2008,Number,20117,103
Lower East Side,Children Under 18 Years,2008,Percent,0.11918,103
Lower East Side,Youth 18 to 24 Years,2008,Number,18776,103
Lower East Side,Youth 18 to 24 Years,2008,Percent,0.11124,103
Chelsea/Clinton,Adults 25 Years and Older,2008,Number,81427.44771,104
Chelsea/Clinton,Adults 25 Years and Older,2008,Percent,0.84173,104
Chelsea/Clinton,Children Under 18 Years,2008,Number,7870.76679,104
Chelsea/Clinton,Children Under 18 Years,2008,Percent,0.08136,104
Chelsea/Clinton,Youth 18 to 24 Years,2008,Number,7440.24051,104
Chelsea/Clinton,Youth 18 to 24 Years,2008,Percent,0.07691,104
Midtown Business District,Adults 25 Years and Older,2008,Number,40753.55229,105
Midtown Business District,Adults 25 Years and Older,2008,Percent,0.84173,105
Midtown Business District,Children Under 18 Years,2008,Number,3939.23321,105
Midtown Business District,Children Under 18 Years,2008,Percent,0.08136,105
Midtown Business District,Youth 18 to 24 Years,2008,Number,3723.75949,105
Midtown Business District,Youth 18 to 24 Years,2008,Percent,0.07691,105
Murray Hill/Stuyvesant,Adults 25 Years and Older,2008,Number,125016,106
Murray Hill/Stuyvesant,Adults 25 Years and Older,2008,Percent,0.83829,106
Murray Hill/Stuyvesant,Children Under 18 Years,2008,Number,13581,106
Murray Hill/Stuyvesant,Children Under 18 Years,2008,Percent,0.09107,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2008,Number,10535,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2008,Percent,0.07064,106
Upper West Side,Adults 25 Years and Older,2008,Number,159932,107
Upper West Side,Adults 25 Years and Older,2008,Percent,0.76981,107
Upper West Side,Children Under 18 Years,2008,Number,36005,107
Upper West Side,Children Under 18 Years,2008,Percent,0.17331,107
Upper West Side,Youth 18 to 24 Years,2008,Number,11817,107
Upper West Side,Youth 18 to 24 Years,2008,Percent,0.05688,107
Upper East Side,Adults 25 Years and Older,2008,Number,184110,108
Upper East Side,Adults 25 Years and Older,2008,Percent,0.79275,108
Upper East Side,Children Under 18 Years,2008,Number,38871,108
Upper East Side,Children Under 18 Years,2008,Percent,0.16737,108
Upper East Side,Youth 18 to 24 Years,2008,Number,9260,108
Upper East Side,Youth 18 to 24 Years,2008,Percent,0.03987,108
Manhattanville,Adults 25 Years and Older,2008,Number,80026,109
Manhattanville,Adults 25 Years and Older,2008,Percent,0.6487,109
Manhattanville,Children Under 18 Years,2008,Number,25306,109
Manhattanville,Children Under 18 Years,2008,Percent,0.20513,109
Manhattanville,Youth 18 to 24 Years,2008,Number,18031,109
Manhattanville,Youth 18 to 24 Years,2008,Percent,0.14616,109
Central Harlem,Adults 25 Years and Older,2008,Number,79718,110
Central Harlem,Adults 25 Years and Older,2008,Percent,0.63331,110
Central Harlem,Children Under 18 Years,2008,Number,33620,110
Central Harlem,Children Under 18 Years,2008,Percent,0.26709,110
Central Harlem,Youth 18 to 24 Years,2008,Number,12537,110
Central Harlem,Youth 18 to 24 Years,2008,Percent,0.0996,110
East Harlem,Adults 25 Years and Older,2008,Number,83072,111
East Harlem,Adults 25 Years and Older,2008,Percent,0.65613,111
East Harlem,Children Under 18 Years,2008,Number,31698,111
East Harlem,Children Under 18 Years,2008,Percent,0.25036,111
East Harlem,Youth 18 to 24 Years,2008,Number,11839,111
East Harlem,Youth 18 to 24 Years,2008,Percent,0.09351,111
Washington Heights,Adults 25 Years and Older,2008,Number,139674,112
Washington Heights,Adults 25 Years and Older,2008,Percent,0.68724,112
Washington Heights,Children Under 18 Years,2008,Number,42015,112
Washington Heights,Children Under 18 Years,2008,Percent,0.20673,112
Washington Heights,Youth 18 to 24 Years,2008,Number,21550,112
Washington Heights,Youth 18 to 24 Years,2008,Percent,0.10603,112
Mott Haven,Adults 25 Years and Older,2008,Number,53796.49065,201
Mott Haven,Adults 25 Years and Older,2008,Percent,0.55494,201
Mott Haven,Children Under 18 Years,2008,Number,31847.59885,201
Mott Haven,Children Under 18 Years,2008,Percent,0.32853,201
Mott Haven,Youth 18 to 24 Years,2008,Number,11296.53102,201
Mott Haven,Youth 18 to 24 Years,2008,Percent,0.11653,201
Hunts Point,Adults 25 Years and Older,2008,Number,30718.50935,202
Hunts Point,Adults 25 Years and Older,2008,Percent,0.55494,202
Hunts Point,Children Under 18 Years,2008,Number,18185.40115,202
Hunts Point,Children Under 18 Years,2008,Percent,0.32853,202
Hunts Point,Youth 18 to 24 Years,2008,Number,6450.46898,202
Hunts Point,Youth 18 to 24 Years,2008,Percent,0.11653,202
Morrisania,Adults 25 Years and Older,2008,Number,39462.69349,203
Morrisania,Adults 25 Years and Older,2008,Percent,0.52746,203
Morrisania,Children Under 18 Years,2008,Number,23977.52474,203
Morrisania,Children Under 18 Years,2008,Percent,0.32048,203
Morrisania,Youth 18 to 24 Years,2008,Number,11376.46928,203
Morrisania,Youth 18 to 24 Years,2008,Percent,0.15206,203
Concourse/Highbridge,Adults 25 Years and Older,2008,Number,81330,204
Concourse/Highbridge,Adults 25 Years and Older,2008,Percent,0.58659,204
Concourse/Highbridge,Children Under 18 Years,2008,Number,44726,204
Concourse/Highbridge,Children Under 18 Years,2008,Percent,0.32259,204
Concourse/Highbridge,Youth 18 to 24 Years,2008,Number,12592,204
Concourse/Highbridge,Youth 18 to 24 Years,2008,Percent,0.09082,204
University Heights,Adults 25 Years and Older,2008,Number,69556,205
University Heights,Adults 25 Years and Older,2008,Percent,0.55208,205
University Heights,Children Under 18 Years,2008,Number,40398,205
University Heights,Children Under 18 Years,2008,Percent,0.32064,205
University Heights,Youth 18 to 24 Years,2008,Number,16036,205
University Heights,Youth 18 to 24 Years,2008,Percent,0.12728,205
East Tremont,Adults 25 Years and Older,2008,Number,41197.30651,206
East Tremont,Adults 25 Years and Older,2008,Percent,0.52746,206
East Tremont,Children Under 18 Years,2008,Number,25031.47526,206
East Tremont,Children Under 18 Years,2008,Percent,0.32048,206
East Tremont,Youth 18 to 24 Years,2008,Number,11876.53072,206
East Tremont,Youth 18 to 24 Years,2008,Percent,0.15206,206
Bedford Park,Adults 25 Years and Older,2008,Number,73335,207
Bedford Park,Adults 25 Years and Older,2008,Percent,0.59757,207
Bedford Park,Children Under 18 Years,2008,Number,35096,207
Bedford Park,Children Under 18 Years,2008,Percent,0.28598,207
Bedford Park,Youth 18 to 24 Years,2008,Number,14292,207
Bedford Park,Youth 18 to 24 Years,2008,Percent,0.11646,207
Riverdale,Adults 25 Years and Older,2008,Number,79799,208
Riverdale,Adults 25 Years and Older,2008,Percent,0.64837,208
Riverdale,Children Under 18 Years,2008,Number,27403,208
Riverdale,Children Under 18 Years,2008,Percent,0.22265,208
Riverdale,Youth 18 to 24 Years,2008,Number,15875,208
Riverdale,Youth 18 to 24 Years,2008,Percent,0.12898,208
Unionport/Soundview,Adults 25 Years and Older,2008,Number,117523,209
Unionport/Soundview,Adults 25 Years and Older,2008,Percent,0.6404,209
Unionport/Soundview,Children Under 18 Years,2008,Number,47685,209
Unionport/Soundview,Children Under 18 Years,2008,Percent,0.25984,209
Unionport/Soundview,Youth 18 to 24 Years,2008,Number,18306,209
Unionport/Soundview,Youth 18 to 24 Years,2008,Percent,0.09975,209
Throgs Neck,Adults 25 Years and Older,2008,Number,83923,210
Throgs Neck,Adults 25 Years and Older,2008,Percent,0.71918,210
Throgs Neck,Children Under 18 Years,2008,Number,22559,210
Throgs Neck,Children Under 18 Years,2008,Percent,0.19332,210
Throgs Neck,Youth 18 to 24 Years,2008,Number,10210,210
Throgs Neck,Youth 18 to 24 Years,2008,Percent,0.0875,210
Pelham Parkway,Adults 25 Years and Older,2008,Number,88236,211
Pelham Parkway,Adults 25 Years and Older,2008,Percent,0.67605,211
Pelham Parkway,Children Under 18 Years,2008,Number,30874,211
Pelham Parkway,Children Under 18 Years,2008,Percent,0.23655,211
Pelham Parkway,Youth 18 to 24 Years,2008,Number,11407,211
Pelham Parkway,Youth 18 to 24 Years,2008,Percent,0.0874,211
Williamsbridge,Adults 25 Years and Older,2008,Number,91907,212
Williamsbridge,Adults 25 Years and Older,2008,Percent,0.63155,212
Williamsbridge,Children Under 18 Years,2008,Number,40290,212
Williamsbridge,Children Under 18 Years,2008,Percent,0.27686,212
Williamsbridge,Youth 18 to 24 Years,2008,Number,13328,212
Williamsbridge,Youth 18 to 24 Years,2008,Percent,0.09159,212
Williamsburg/Greenpoint,Adults 25 Years and Older,2008,Number,88217,301
Williamsburg/Greenpoint,Adults 25 Years and Older,2008,Percent,0.58943,301
Williamsburg/Greenpoint,Children Under 18 Years,2008,Number,42351,301
Williamsburg/Greenpoint,Children Under 18 Years,2008,Percent,0.28297,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2008,Number,19097,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2008,Percent,0.1276,301
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2008,Number,82398,302
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2008,Percent,0.70711,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2008,Number,19041,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2008,Percent,0.1634,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2008,Number,15089,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2008,Percent,0.12949,302
Bedford Stuyvesant,Adults 25 Years and Older,2008,Number,80510,303
Bedford Stuyvesant,Adults 25 Years and Older,2008,Percent,0.57073,303
Bedford Stuyvesant,Children Under 18 Years,2008,Number,44333,303
Bedford Stuyvesant,Children Under 18 Years,2008,Percent,0.31428,303
Bedford Stuyvesant,Youth 18 to 24 Years,2008,Number,16221,303
Bedford Stuyvesant,Youth 18 to 24 Years,2008,Percent,0.11499,303
Bushwick,Adults 25 Years and Older,2008,Number,76473,304
Bushwick,Adults 25 Years and Older,2008,Percent,0.59981,304
Bushwick,Children Under 18 Years,2008,Number,34767,304
Bushwick,Children Under 18 Years,2008,Percent,0.27269,304
Bushwick,Youth 18 to 24 Years,2008,Number,16256,304
Bushwick,Youth 18 to 24 Years,2008,Percent,0.1275,304
East New York,Adults 25 Years and Older,2008,Number,92436,305
East New York,Adults 25 Years and Older,2008,Percent,0.58931,305
East New York,Children Under 18 Years,2008,Number,46657,305
East New York,Children Under 18 Years,2008,Percent,0.29745,305
East New York,Youth 18 to 24 Years,2008,Number,17762,305
East New York,Youth 18 to 24 Years,2008,Percent,0.11324,305
Park Slope,Adults 25 Years and Older,2008,Number,88997,306
Park Slope,Adults 25 Years and Older,2008,Percent,0.75329,306
Park Slope,Children Under 18 Years,2008,Number,22807,306
Park Slope,Children Under 18 Years,2008,Percent,0.19304,306
Park Slope,Youth 18 to 24 Years,2008,Number,6340,306
Park Slope,Youth 18 to 24 Years,2008,Percent,0.05366,306
Sunset Park,Adults 25 Years and Older,2008,Number,95887,307
Sunset Park,Adults 25 Years and Older,2008,Percent,0.6493,307
Sunset Park,Children Under 18 Years,2008,Number,38005,307
Sunset Park,Children Under 18 Years,2008,Percent,0.25735,307
Sunset Park,Youth 18 to 24 Years,2008,Number,13786,307
Sunset Park,Youth 18 to 24 Years,2008,Percent,0.09335,307
Crown Heights North,Adults 25 Years and Older,2008,Number,80220,308
Crown Heights North,Adults 25 Years and Older,2008,Percent,0.65543,308
Crown Heights North,Children Under 18 Years,2008,Number,28659,308
Crown Heights North,Children Under 18 Years,2008,Percent,0.23416,308
Crown Heights North,Youth 18 to 24 Years,2008,Number,13513,308
Crown Heights North,Youth 18 to 24 Years,2008,Percent,0.11041,308
Crown Heights South,Adults 25 Years and Older,2008,Number,72232,309
Crown Heights South,Adults 25 Years and Older,2008,Percent,0.64589,309
Crown Heights South,Children Under 18 Years,2008,Number,25604,309
Crown Heights South,Children Under 18 Years,2008,Percent,0.22895,309
Crown Heights South,Youth 18 to 24 Years,2008,Number,13997,309
Crown Heights South,Youth 18 to 24 Years,2008,Percent,0.12516,309
Bay Ridge,Adults 25 Years and Older,2008,Number,90792,310
Bay Ridge,Adults 25 Years and Older,2008,Percent,0.74794,310
Bay Ridge,Children Under 18 Years,2008,Number,20351,310
Bay Ridge,Children Under 18 Years,2008,Percent,0.16765,310
Bay Ridge,Youth 18 to 24 Years,2008,Number,10247,310
Bay Ridge,Youth 18 to 24 Years,2008,Percent,0.08441,310
Bensonhurst,Adults 25 Years and Older,2008,Number,130500,311
Bensonhurst,Adults 25 Years and Older,2008,Percent,0.71279,311
Bensonhurst,Children Under 18 Years,2008,Number,41106,311
Bensonhurst,Children Under 18 Years,2008,Percent,0.22452,311
Bensonhurst,Youth 18 to 24 Years,2008,Number,11477,311
Bensonhurst,Youth 18 to 24 Years,2008,Percent,0.06269,311
Borough Park,Adults 25 Years and Older,2008,Number,92692,312
Borough Park,Adults 25 Years and Older,2008,Percent,0.54431,312
Borough Park,Children Under 18 Years,2008,Number,60385,312
Borough Park,Children Under 18 Years,2008,Percent,0.3546,312
Borough Park,Youth 18 to 24 Years,2008,Number,17215,312
Borough Park,Youth 18 to 24 Years,2008,Percent,0.10109,312
Coney Island,Adults 25 Years and Older,2008,Number,80730,313
Coney Island,Adults 25 Years and Older,2008,Percent,0.76905,313
Coney Island,Children Under 18 Years,2008,Number,16548,313
Coney Island,Children Under 18 Years,2008,Percent,0.15764,313
Coney Island,Youth 18 to 24 Years,2008,Number,7696,313
Coney Island,Youth 18 to 24 Years,2008,Percent,0.07331,313
Flatbush/Midwood,Adults 25 Years and Older,2008,Number,108808,314
Flatbush/Midwood,Adults 25 Years and Older,2008,Percent,0.63043,314
Flatbush/Midwood,Children Under 18 Years,2008,Number,44360,314
Flatbush/Midwood,Children Under 18 Years,2008,Percent,0.25702,314
Flatbush/Midwood,Youth 18 to 24 Years,2008,Number,19424,314
Flatbush/Midwood,Youth 18 to 24 Years,2008,Percent,0.11254,314
Sheepshead Bay,Adults 25 Years and Older,2008,Number,103005,315
Sheepshead Bay,Adults 25 Years and Older,2008,Percent,0.70966,315
Sheepshead Bay,Children Under 18 Years,2008,Number,30648,315
Sheepshead Bay,Children Under 18 Years,2008,Percent,0.21115,315
Sheepshead Bay,Youth 18 to 24 Years,2008,Number,11493,315
Sheepshead Bay,Youth 18 to 24 Years,2008,Percent,0.07918,315
Brownsville,Adults 25 Years and Older,2008,Number,60937,316
Brownsville,Adults 25 Years and Older,2008,Percent,0.53688,316
Brownsville,Children Under 18 Years,2008,Number,38357,316
Brownsville,Children Under 18 Years,2008,Percent,0.33794,316
Brownsville,Youth 18 to 24 Years,2008,Number,14208,316
Brownsville,Youth 18 to 24 Years,2008,Percent,0.12518,316
East Flatbush,Adults 25 Years and Older,2008,Number,96076,317
East Flatbush,Adults 25 Years and Older,2008,Percent,0.6535,317
East Flatbush,Children Under 18 Years,2008,Number,35325,317
East Flatbush,Children Under 18 Years,2008,Percent,0.24028,317
East Flatbush,Youth 18 to 24 Years,2008,Number,15616,317
East Flatbush,Youth 18 to 24 Years,2008,Percent,0.10622,317
Canarsie,Adults 25 Years and Older,2008,Number,133443,318
Canarsie,Adults 25 Years and Older,2008,Percent,0.64482,318
Canarsie,Children Under 18 Years,2008,Number,52335,318
Canarsie,Children Under 18 Years,2008,Percent,0.25289,318
Canarsie,Youth 18 to 24 Years,2008,Number,21169,318
Canarsie,Youth 18 to 24 Years,2008,Percent,0.10229,318
Astoria,Adults 25 Years and Older,2008,Number,129632,401
Astoria,Adults 25 Years and Older,2008,Percent,0.72631,401
Astoria,Children Under 18 Years,2008,Number,30165,401
Astoria,Children Under 18 Years,2008,Percent,0.16901,401
Astoria,Youth 18 to 24 Years,2008,Number,18683,401
Astoria,Youth 18 to 24 Years,2008,Percent,0.10468,401
Sunnyside/Woodside,Adults 25 Years and Older,2008,Number,98445,402
Sunnyside/Woodside,Adults 25 Years and Older,2008,Percent,0.74095,402
Sunnyside/Woodside,Children Under 18 Years,2008,Number,24157,402
Sunnyside/Woodside,Children Under 18 Years,2008,Percent,0.18182,402
Sunnyside/Woodside,Youth 18 to 24 Years,2008,Number,10261,402
Sunnyside/Woodside,Youth 18 to 24 Years,2008,Percent,0.07723,402
Jackson Heights,Adults 25 Years and Older,2008,Number,127827,403
Jackson Heights,Adults 25 Years and Older,2008,Percent,0.67216,403
Jackson Heights,Children Under 18 Years,2008,Number,42983,403
Jackson Heights,Children Under 18 Years,2008,Percent,0.22602,403
Jackson Heights,Youth 18 to 24 Years,2008,Number,19363,403
Jackson Heights,Youth 18 to 24 Years,2008,Percent,0.10182,403
Elmhurst/Corona,Adults 25 Years and Older,2008,Number,98661,404
Elmhurst/Corona,Adults 25 Years and Older,2008,Percent,0.68798,404
Elmhurst/Corona,Children Under 18 Years,2008,Number,30456,404
Elmhurst/Corona,Children Under 18 Years,2008,Percent,0.21238,404
Elmhurst/Corona,Youth 18 to 24 Years,2008,Number,14289,404
Elmhurst/Corona,Youth 18 to 24 Years,2008,Percent,0.09964,404
Ridgewood/Glendale,Adults 25 Years and Older,2008,Number,117413,405
Ridgewood/Glendale,Adults 25 Years and Older,2008,Percent,0.69958,405
Ridgewood/Glendale,Children Under 18 Years,2008,Number,35038,405
Ridgewood/Glendale,Children Under 18 Years,2008,Percent,0.20877,405
Ridgewood/Glendale,Youth 18 to 24 Years,2008,Number,15383,405
Ridgewood/Glendale,Youth 18 to 24 Years,2008,Percent,0.09166,405
Rego Park/Forest Hills,Adults 25 Years and Older,2008,Number,87830,406
Rego Park/Forest Hills,Adults 25 Years and Older,2008,Percent,0.75177,406
Rego Park/Forest Hills,Children Under 18 Years,2008,Number,21990,406
Rego Park/Forest Hills,Children Under 18 Years,2008,Percent,0.18822,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2008,Number,7011,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2008,Percent,0.06001,406
Flushing,Adults 25 Years and Older,2008,Number,186573,407
Flushing,Adults 25 Years and Older,2008,Percent,0.73289,407
Flushing,Children Under 18 Years,2008,Number,48634,407
Flushing,Children Under 18 Years,2008,Percent,0.19104,407
Flushing,Youth 18 to 24 Years,2008,Number,19364,407
Flushing,Youth 18 to 24 Years,2008,Percent,0.07607,407
Fresh Meadows/Briarwood,Adults 25 Years and Older,2008,Number,97981,408
Fresh Meadows/Briarwood,Adults 25 Years and Older,2008,Percent,0.68191,408
Fresh Meadows/Briarwood,Children Under 18 Years,2008,Number,32059,408
Fresh Meadows/Briarwood,Children Under 18 Years,2008,Percent,0.22312,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2008,Number,13646,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2008,Percent,0.09497,408
Woodhaven,Adults 25 Years and Older,2008,Number,102997,409
Woodhaven,Adults 25 Years and Older,2008,Percent,0.66081,409
Woodhaven,Children Under 18 Years,2008,Number,37235,409
Woodhaven,Children Under 18 Years,2008,Percent,0.23889,409
Woodhaven,Youth 18 to 24 Years,2008,Number,15633,409
Woodhaven,Youth 18 to 24 Years,2008,Percent,0.1003,409
Howard Beach,Adults 25 Years and Older,2008,Number,95470,410
Howard Beach,Adults 25 Years and Older,2008,Percent,0.68133,410
Howard Beach,Children Under 18 Years,2008,Number,29765,410
Howard Beach,Children Under 18 Years,2008,Percent,0.21242,410
Howard Beach,Youth 18 to 24 Years,2008,Number,14888,410
Howard Beach,Youth 18 to 24 Years,2008,Percent,0.10625,410
Bayside,Adults 25 Years and Older,2008,Number,89257,411
Bayside,Adults 25 Years and Older,2008,Percent,0.71412,411
Bayside,Children Under 18 Years,2008,Number,27246,411
Bayside,Children Under 18 Years,2008,Percent,0.21799,411
Bayside,Youth 18 to 24 Years,2008,Number,8486,411
Bayside,Youth 18 to 24 Years,2008,Percent,0.06789,411
Jamaica/St. Albans,Adults 25 Years and Older,2008,Number,144532,412
Jamaica/St. Albans,Adults 25 Years and Older,2008,Percent,0.64869,412
Jamaica/St. Albans,Children Under 18 Years,2008,Number,54552,412
Jamaica/St. Albans,Children Under 18 Years,2008,Percent,0.24484,412
Jamaica/St. Albans,Youth 18 to 24 Years,2008,Number,23723,412
Jamaica/St. Albans,Youth 18 to 24 Years,2008,Percent,0.10647,412
Queens Village,Adults 25 Years and Older,2008,Number,137773,413
Queens Village,Adults 25 Years and Older,2008,Percent,0.67727,413
Queens Village,Children Under 18 Years,2008,Number,45395,413
Queens Village,Children Under 18 Years,2008,Percent,0.22315,413
Queens Village,Youth 18 to 24 Years,2008,Number,20257,413
Queens Village,Youth 18 to 24 Years,2008,Percent,0.09958,413
The Rockaways,Adults 25 Years and Older,2008,Number,76295,414
The Rockaways,Adults 25 Years and Older,2008,Percent,0.64682,414
The Rockaways,Children Under 18 Years,2008,Number,32281,414
The Rockaways,Children Under 18 Years,2008,Percent,0.27367,414
The Rockaways,Youth 18 to 24 Years,2008,Number,9378,414
The Rockaways,Youth 18 to 24 Years,2008,Percent,0.07951,414
St. George,Adults 25 Years and Older,2008,Number,117411,501
St. George,Adults 25 Years and Older,2008,Percent,0.6551,501
St. George,Children Under 18 Years,2008,Number,43267,501
St. George,Children Under 18 Years,2008,Percent,0.24141,501
St. George,Youth 18 to 24 Years,2008,Number,18547,501
St. George,Youth 18 to 24 Years,2008,Percent,0.10348,501
South Beach,Adults 25 Years and Older,2008,Number,96958,502
South Beach,Adults 25 Years and Older,2008,Percent,0.6819,502
South Beach,Children Under 18 Years,2008,Number,32015,502
South Beach,Children Under 18 Years,2008,Percent,0.22516,502
South Beach,Youth 18 to 24 Years,2008,Number,13215,502
South Beach,Youth 18 to 24 Years,2008,Percent,0.09294,502
Tottenville,Adults 25 Years and Older,2008,Number,111742,503
Tottenville,Adults 25 Years and Older,2008,Percent,0.67317,503
Tottenville,Children Under 18 Years,2008,Number,38584,503
Tottenville,Children Under 18 Years,2008,Percent,0.23244,503
Tottenville,Youth 18 to 24 Years,2008,Number,15668,503
Tottenville,Youth 18 to 24 Years,2008,Percent,0.09439,503
Bronx,Adults 25 Years and Older,2008,Number,850784,36005
Bronx,Adults 25 Years and Older,2008,Percent,0.61124,36005
Bronx,Children Under 18 Years,2008,Number,388073,36005
Bronx,Children Under 18 Years,2008,Percent,0.27881,36005
Bronx,Youth 18 to 24 Years,2008,Number,153046,36005
Bronx,Youth 18 to 24 Years,2008,Percent,0.10996,36005
Brooklyn,Adults 25 Years and Older,2008,Number,1654353,36047
Brooklyn,Adults 25 Years and Older,2008,Percent,0.64709,36047
Brooklyn,Children Under 18 Years,2008,Number,641639,36047
Brooklyn,Children Under 18 Years,2008,Percent,0.25097,36047
Brooklyn,Youth 18 to 24 Years,2008,Number,260606,36047
Brooklyn,Youth 18 to 24 Years,2008,Percent,0.10194,36047
Manhattan,Adults 25 Years and Older,2008,Number,1215859,36061
Manhattan,Adults 25 Years and Older,2008,Percent,0.74374,36061
Manhattan,Children Under 18 Years,2008,Number,277269,36061
Manhattan,Children Under 18 Years,2008,Percent,0.16961,36061
Manhattan,Youth 18 to 24 Years,2008,Number,141667,36061
Manhattan,Youth 18 to 24 Years,2008,Percent,0.08666,36061
Queens,Adults 25 Years and Older,2008,Number,1590686,36081
Queens,Adults 25 Years and Older,2008,Percent,0.69371,36081
Queens,Children Under 18 Years,2008,Number,491956,36081
Queens,Children Under 18 Years,2008,Percent,0.21455,36081
