"Name","Graduation Rate by Race/Ethnicity"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a>"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Race/Ethnicity,TimeFrame,DataFormat,Data,Fips
Central Harlem,White,2003,Percent,No Data,SD5
Central Harlem,White,2004,Percent,0.89474,SD5
Washington Heights,Asian,2001,Percent,No Data,SD6
Washington Heights,Asian,2002,Percent,0.225,SD6
Washington Heights,Asian,2003,Percent,0.92593,SD6
Washington Heights,Asian,2004,Percent,No Data,SD6
Washington Heights,Black,2001,Percent,0.62673,SD6
Washington Heights,Black,2002,Percent,0.48936,SD6
Washington Heights,Black,2003,Percent,0.5847,SD6
Washington Heights,Black,2004,Percent,0.49714,SD6
Washington Heights,Latino,2001,Percent,0.60536,SD6
Washington Heights,Latino,2002,Percent,0.54334,SD6
Washington Heights,Latino,2003,Percent,0.63889,SD6
Washington Heights,Latino,2004,Percent,0.64229,SD6
Washington Heights,White,2001,Percent,No Data,SD6
Washington Heights,White,2002,Percent,0.08696,SD6
Washington Heights,White,2003,Percent,No Data,SD6
Washington Heights,White,2004,Percent,No Data,SD6
Mott Haven,Asian,2001,Percent,No Data,SD7
Mott Haven,Asian,2002,Percent,No Data,SD7
Mott Haven,Asian,2003,Percent,No Data,SD7
Mott Haven,Asian,2004,Percent,0.86957,SD7
Mott Haven,Black,2001,Percent,0.51304,SD7
Mott Haven,Black,2002,Percent,0.5393,SD7
Mott Haven,Black,2003,Percent,0.53409,SD7
Mott Haven,Black,2004,Percent,0.5186,SD7
Mott Haven,Latino,2001,Percent,0.52716,SD7
Mott Haven,Latino,2002,Percent,0.58108,SD7
Mott Haven,Latino,2003,Percent,0.54568,SD7
Mott Haven,Latino,2004,Percent,0.55126,SD7
Mott Haven,White,2001,Percent,No Data,SD7
Mott Haven,White,2002,Percent,No Data,SD7
Mott Haven,White,2003,Percent,No Data,SD7
Mott Haven,White,2004,Percent,No Data,SD7
"Hunts Point, Port Morris",Asian,2001,Percent,0.64835,SD8
"Hunts Point, Port Morris",Asian,2002,Percent,0.57609,SD8
"Hunts Point, Port Morris",Asian,2003,Percent,0.64286,SD8
"Hunts Point, Port Morris",Asian,2004,Percent,0.62857,SD8
"Hunts Point, Port Morris",Black,2001,Percent,0.45972,SD8
"Hunts Point, Port Morris",Black,2002,Percent,0.39943,SD8
"Hunts Point, Port Morris",Black,2003,Percent,0.39317,SD8
"Hunts Point, Port Morris",Black,2004,Percent,0.3887,SD8
"Hunts Point, Port Morris",Latino,2001,Percent,0.41703,SD8
"Hunts Point, Port Morris",Latino,2002,Percent,0.38032,SD8
"Hunts Point, Port Morris",Latino,2003,Percent,0.36142,SD8
"Hunts Point, Port Morris",Latino,2004,Percent,0.39093,SD8
"Hunts Point, Port Morris",White,2001,Percent,0.54315,SD8
"Hunts Point, Port Morris",White,2002,Percent,0.46497,SD8
"Hunts Point, Port Morris",White,2003,Percent,0.52695,SD8
"Hunts Point, Port Morris",White,2004,Percent,0.54217,SD8
"East Tremont, Morris Heights",Asian,2001,Percent,No Data,SD9
"East Tremont, Morris Heights",Asian,2002,Percent,No Data,SD9
"East Tremont, Morris Heights",Asian,2003,Percent,No Data,SD9
"East Tremont, Morris Heights",Asian,2004,Percent,0.77143,SD9
"East Tremont, Morris Heights",Black,2001,Percent,0.41925,SD9
"East Tremont, Morris Heights",Black,2002,Percent,0.46041,SD9
"East Tremont, Morris Heights",Black,2003,Percent,0.53924,SD9
"East Tremont, Morris Heights",Black,2004,Percent,0.65724,SD9
"East Tremont, Morris Heights",Latino,2001,Percent,0.33131,SD9
"East Tremont, Morris Heights",Latino,2002,Percent,0.45816,SD9
"East Tremont, Morris Heights",Latino,2003,Percent,0.45168,SD9
"East Tremont, Morris Heights",Latino,2004,Percent,0.57726,SD9
"East Tremont, Morris Heights",White,2001,Percent,No Data,SD9
"East Tremont, Morris Heights",White,2002,Percent,No Data,SD9
"East Tremont, Morris Heights",White,2003,Percent,No Data,SD9
"East Tremont, Morris Heights",White,2004,Percent,0.59091,SD9
"Riverdale, Kingsbridge, Fordham",Asian,2001,Percent,0.84615,SD10
"Riverdale, Kingsbridge, Fordham",Asian,2002,Percent,0.85491,SD10
"Riverdale, Kingsbridge, Fordham",Asian,2003,Percent,0.93103,SD10
"Riverdale, Kingsbridge, Fordham",Asian,2004,Percent,0.92828,SD10
"Riverdale, Kingsbridge, Fordham",Black,2001,Percent,0.44286,SD10
"Riverdale, Kingsbridge, Fordham",Black,2002,Percent,0.46928,SD10
"Riverdale, Kingsbridge, Fordham",Black,2003,Percent,0.53464,SD10
"Riverdale, Kingsbridge, Fordham",Black,2004,Percent,0.55683,SD10
"Riverdale, Kingsbridge, Fordham",Latino,2001,Percent,0.36489,SD10
"Riverdale, Kingsbridge, Fordham",Latino,2002,Percent,0.38494,SD10
"Riverdale, Kingsbridge, Fordham",Latino,2003,Percent,0.44808,SD10
"Riverdale, Kingsbridge, Fordham",Latino,2004,Percent,0.50886,SD10
"Riverdale, Kingsbridge, Fordham",White,2001,Percent,0.81744,SD10
"Riverdale, Kingsbridge, Fordham",White,2002,Percent,0.84615,SD10
"Riverdale, Kingsbridge, Fordham",White,2003,Percent,0.84227,SD10
"Riverdale, Kingsbridge, Fordham",White,2004,Percent,0.86006,SD10
"Eastchester, Baychester, Co-op City",Asian,2001,Percent,0.61446,SD11
"Eastchester, Baychester, Co-op City",Asian,2002,Percent,0.47917,SD11
"Eastchester, Baychester, Co-op City",Asian,2003,Percent,0.59259,SD11
"Eastchester, Baychester, Co-op City",Asian,2004,Percent,0.61842,SD11
"Eastchester, Baychester, Co-op City",Black,2001,Percent,0.45755,SD11
"Eastchester, Baychester, Co-op City",Black,2002,Percent,0.48305,SD11
"Eastchester, Baychester, Co-op City",Black,2003,Percent,0.5722,SD11
"Eastchester, Baychester, Co-op City",Black,2004,Percent,0.6269,SD11
"Eastchester, Baychester, Co-op City",White,2001,Percent,0.38525,SD11
"Eastchester, Baychester, Co-op City",White,2002,Percent,0.51376,SD11
"Eastchester, Baychester, Co-op City",White,2003,Percent,0.4902,SD11
"Eastchester, Baychester, Co-op City",White,2004,Percent,0.55046,SD11
"Crotona Park, Morrisania, Melrose",Asian,2001,Percent,No Data,SD12
"Crotona Park, Morrisania, Melrose",Asian,2002,Percent,No Data,SD12
"Crotona Park, Morrisania, Melrose",Asian,2003,Percent,No Data,SD12
"Crotona Park, Morrisania, Melrose",Asian,2004,Percent,No Data,SD12
"Crotona Park, Morrisania, Melrose",Black,2001,Percent,0.36842,SD12
"Crotona Park, Morrisania, Melrose",Black,2002,Percent,0.43243,SD12
"Crotona Park, Morrisania, Melrose",Black,2003,Percent,0.41391,SD12
"Crotona Park, Morrisania, Melrose",Black,2004,Percent,0.44237,SD12
"Crotona Park, Morrisania, Melrose",Latino,2001,Percent,0.37057,SD12
"Crotona Park, Morrisania, Melrose",Latino,2002,Percent,0.3558,SD12
"Crotona Park, Morrisania, Melrose",Latino,2003,Percent,0.40935,SD12
"Crotona Park, Morrisania, Melrose",Latino,2004,Percent,0.44604,SD12
"Crotona Park, Morrisania, Melrose",White,2001,Percent,No Data,SD12
"Crotona Park, Morrisania, Melrose",White,2002,Percent,No Data,SD12
"Crotona Park, Morrisania, Melrose",White,2003,Percent,No Data,SD12
"Crotona Park, Morrisania, Melrose",White,2004,Percent,No Data,SD12
"Brooklyn Hts, Downtown Brooklyn",Asian,2001,Percent,0.91991,SD13
"Brooklyn Hts, Downtown Brooklyn",Asian,2002,Percent,0.92798,SD13
"Brooklyn Hts, Downtown Brooklyn",Asian,2003,Percent,0.92537,SD13
"Brooklyn Hts, Downtown Brooklyn",Asian,2004,Percent,0.9297,SD13
"Brooklyn Hts, Downtown Brooklyn",Black,2001,Percent,0.64151,SD13
"Brooklyn Hts, Downtown Brooklyn",Black,2002,Percent,0.66982,SD13
"Brooklyn Hts, Downtown Brooklyn",Black,2003,Percent,0.66252,SD13
"Brooklyn Hts, Downtown Brooklyn",Black,2004,Percent,0.69808,SD13
"Brooklyn Hts, Downtown Brooklyn",Latino,2001,Percent,0.64115,SD13
"Brooklyn Hts, Downtown Brooklyn",Latino,2002,Percent,0.62791,SD13
"Brooklyn Hts, Downtown Brooklyn",Latino,2003,Percent,0.59483,SD13
"Brooklyn Hts, Downtown Brooklyn",Latino,2004,Percent,0.64417,SD13
"Brooklyn Hts, Downtown Brooklyn",White,2001,Percent,0.89796,SD13
"Brooklyn Hts, Downtown Brooklyn",White,2002,Percent,0.92698,SD13
"Brooklyn Hts, Downtown Brooklyn",White,2003,Percent,0.86937,SD13
"Brooklyn Hts, Downtown Brooklyn",White,2004,Percent,0.92086,SD13
"Williamsburg, Greenpoint",Asian,2001,Percent,No Data,SD14
"Williamsburg, Greenpoint",Asian,2002,Percent,No Data,SD14
"Williamsburg, Greenpoint",Asian,2003,Percent,No Data,SD14
"Williamsburg, Greenpoint",Asian,2004,Percent,No Data,SD14
"Williamsburg, Greenpoint",Black,2001,Percent,0.47384,SD14
"Williamsburg, Greenpoint",Black,2002,Percent,0.53713,SD14
"Williamsburg, Greenpoint",Black,2003,Percent,0.5615,SD14
"Williamsburg, Greenpoint",Black,2004,Percent,0.63768,SD14
"Williamsburg, Greenpoint",Latino,2001,Percent,0.48837,SD14
"Williamsburg, Greenpoint",Latino,2002,Percent,0.52703,SD14
"Williamsburg, Greenpoint",Latino,2003,Percent,0.54174,SD14
"Williamsburg, Greenpoint",Latino,2004,Percent,0.61066,SD14
"Williamsburg, Greenpoint",White,2001,Percent,0.44,SD14
"Williamsburg, Greenpoint",White,2002,Percent,No Data,SD14
"Williamsburg, Greenpoint",White,2003,Percent,0.28571,SD14
"Williamsburg, Greenpoint",White,2004,Percent,0.57576,SD14
"S. Brooklyn, Park Slope, Sunset Park",Asian,2001,Percent,0.54545,SD15
"S. Brooklyn, Park Slope, Sunset Park",Asian,2002,Percent,No Data,SD15
"S. Brooklyn, Park Slope, Sunset Park",Asian,2003,Percent,0.61905,SD15
"S. Brooklyn, Park Slope, Sunset Park",Asian,2004,Percent,0.68421,SD15
"S. Brooklyn, Park Slope, Sunset Park",Black,2001,Percent,0.52837,SD15
"S. Brooklyn, Park Slope, Sunset Park",Black,2002,Percent,0.45333,SD15
"S. Brooklyn, Park Slope, Sunset Park",Black,2003,Percent,0.4784,SD15
"S. Brooklyn, Park Slope, Sunset Park",Black,2004,Percent,0.52902,SD15
"S. Brooklyn, Park Slope, Sunset Park",Latino,2001,Percent,0.36579,SD15
"S. Brooklyn, Park Slope, Sunset Park",Latino,2002,Percent,0.32778,SD15
"S. Brooklyn, Park Slope, Sunset Park",Latino,2003,Percent,0.32335,SD15
"S. Brooklyn, Park Slope, Sunset Park",Latino,2004,Percent,0.3436,SD15
"S. Brooklyn, Park Slope, Sunset Park",White,2001,Percent,0.375,SD15
"S. Brooklyn, Park Slope, Sunset Park",White,2002,Percent,0.47692,SD15
"S. Brooklyn, Park Slope, Sunset Park",White,2003,Percent,0.38,SD15
"S. Brooklyn, Park Slope, Sunset Park",White,2004,Percent,0.46667,SD15
Bedford Stuyvesant,Asian,2001,Percent,No Data,SD16
Bedford Stuyvesant,Asian,2002,Percent,No Data,SD16
Bedford Stuyvesant,Asian,2003,Percent,No Data,SD16
Bedford Stuyvesant,Asian,2004,Percent,No Data,SD16
Bedford Stuyvesant,Black,2001,Percent,0.47027,SD16
Bedford Stuyvesant,Black,2002,Percent,0.42984,SD16
Bedford Stuyvesant,Black,2003,Percent,0.37679,SD16
Bedford Stuyvesant,Black,2004,Percent,0.42962,SD16
Bedford Stuyvesant,Latino,2001,Percent,0.25,SD16
Bedford Stuyvesant,Latino,2002,Percent,0.23529,SD16
Bedford Stuyvesant,Latino,2003,Percent,0.24675,SD16
Bedford Stuyvesant,Latino,2004,Percent,0.23333,SD16
Bedford Stuyvesant,White,2001,Percent,No Data,SD16
Bedford Stuyvesant,White,2002,Percent,No Data,SD16
Bedford Stuyvesant,White,2003,Percent,No Data,SD16
Bedford Stuyvesant,White,2004,Percent,No Data,SD16
Crown Heights,Asian,2001,Percent,0.37143,SD17
Crown Heights,Asian,2002,Percent,0.59375,SD17
Crown Heights,Asian,2003,Percent,0.73913,SD17
Crown Heights,Asian,2004,Percent,0.65574,SD17
Crown Heights,Black,2001,Percent,0.46565,SD17
Crown Heights,Black,2002,Percent,0.51031,SD17
Crown Heights,Black,2003,Percent,0.60037,SD17
Crown Heights,Black,2004,Percent,0.61078,SD17
Crown Heights,Latino,2001,Percent,0.34135,SD17
Crown Heights,Latino,2002,Percent,0.42169,SD17
Crown Heights,Latino,2003,Percent,0.51553,SD17
Crown Heights,Latino,2004,Percent,0.52752,SD17
Crown Heights,White,2001,Percent,0.68421,SD17
Crown Heights,White,2002,Percent,0.84615,SD17
Crown Heights,White,2003,Percent,No Data,SD17
Crown Heights,White,2004,Percent,0.53846,SD17
"East Flatbush, Canarsie",Asian,2001,Percent,0.38095,SD18
"East Flatbush, Canarsie",Asian,2002,Percent,0.38095,SD18
"East Flatbush, Canarsie",Asian,2003,Percent,No Data,SD18
"East Flatbush, Canarsie",Asian,2004,Percent,No Data,SD18
"East Flatbush, Canarsie",Black,2001,Percent,0.39121,SD18
"East Flatbush, Canarsie",Black,2002,Percent,0.33449,SD18
"East Flatbush, Canarsie",Black,2003,Percent,0.33939,SD18
"East Flatbush, Canarsie",Black,2004,Percent,0.33671,SD18
"East Flatbush, Canarsie",Latino,2001,Percent,0.26549,SD18
"East Flatbush, Canarsie",Latino,2002,Percent,0.22535,SD18
"East Flatbush, Canarsie",Latino,2003,Percent,0.26061,SD18
"East Flatbush, Canarsie",Latino,2004,Percent,0.23967,SD18
"East Flatbush, Canarsie",White,2001,Percent,0.47059,SD18
"East Flatbush, Canarsie",White,2002,Percent,0.28947,SD18
"East Flatbush, Canarsie",White,2003,Percent,0.22727,SD18
"East Flatbush, Canarsie",White,2004,Percent,No Data,SD18
East New York,Asian,2001,Percent,0.41558,SD19
East New York,Asian,2002,Percent,0.52586,SD19
East New York,Asian,2003,Percent,0.52632,SD19
East New York,Asian,2004,Percent,0.55172,SD19
East New York,Black,2001,Percent,0.39102,SD19
East New York,Black,2002,Percent,0.35953,SD19
East New York,Black,2003,Percent,0.42997,SD19
East New York,Black,2004,Percent,0.49718,SD19
East New York,Latino,2001,Percent,0.33587,SD19
East New York,Latino,2002,Percent,0.38852,SD19
East New York,Latino,2003,Percent,0.38511,SD19
East New York,Latino,2004,Percent,0.3503,SD19
East New York,White,2001,Percent,0.35593,SD19
East New York,White,2002,Percent,0.36842,SD19
East New York,White,2003,Percent,0.14286,SD19
East New York,White,2004,Percent,0.23077,SD19
"Bay Ridge, Bensonhurst",Asian,2001,Percent,0.53226,SD20
"Bay Ridge, Bensonhurst",Asian,2002,Percent,0.56298,SD20
"Bay Ridge, Bensonhurst",Asian,2003,Percent,0.60478,SD20
"Bay Ridge, Bensonhurst",Asian,2004,Percent,0.63865,SD20
"Bay Ridge, Bensonhurst",Black,2001,Percent,0.45918,SD20
"Bay Ridge, Bensonhurst",Black,2002,Percent,0.49457,SD20
"Bay Ridge, Bensonhurst",Black,2003,Percent,0.56667,SD20
"Bay Ridge, Bensonhurst",Black,2004,Percent,0.56584,SD20
"Bay Ridge, Bensonhurst",Latino,2001,Percent,0.39322,SD20
"Bay Ridge, Bensonhurst",Latino,2002,Percent,0.34545,SD20
"Bay Ridge, Bensonhurst",Latino,2003,Percent,0.40695,SD20
"Bay Ridge, Bensonhurst",Latino,2004,Percent,0.44569,SD20
"Bay Ridge, Bensonhurst",White,2001,Percent,0.53543,SD20
"Bay Ridge, Bensonhurst",White,2002,Percent,0.55983,SD20
"Bay Ridge, Bensonhurst",White,2003,Percent,0.58708,SD20
"Bay Ridge, Bensonhurst",White,2004,Percent,0.62485,SD20
"Gravesend, Coney Island",Asian,2001,Percent,0.62712,SD21
"Gravesend, Coney Island",Asian,2002,Percent,0.61921,SD21
"Gravesend, Coney Island",Asian,2003,Percent,0.66345,SD21
"Gravesend, Coney Island",Asian,2004,Percent,0.69122,SD21
"Gravesend, Coney Island",Black,2001,Percent,0.45064,SD21
"Gravesend, Coney Island",Black,2002,Percent,0.48073,SD21
"Gravesend, Coney Island",Black,2003,Percent,0.45656,SD21
"Gravesend, Coney Island",Black,2004,Percent,0.4542,SD21
"Gravesend, Coney Island",Latino,2001,Percent,0.36522,SD21
"Gravesend, Coney Island",Latino,2002,Percent,0.33922,SD21
"Gravesend, Coney Island",Latino,2003,Percent,0.39319,SD21
"Gravesend, Coney Island",Latino,2004,Percent,0.37961,SD21
"Gravesend, Coney Island",White,2001,Percent,0.65262,SD21
"Gravesend, Coney Island",White,2002,Percent,0.63588,SD21
"Gravesend, Coney Island",White,2003,Percent,0.61722,SD21
"Gravesend, Coney Island",White,2004,Percent,0.64396,SD21
"Flatbush, Midwood, Sheepshead Bay",Asian,2001,Percent,0.69495,SD22
"Flatbush, Midwood, Sheepshead Bay",Asian,2002,Percent,0.71586,SD22
"Flatbush, Midwood, Sheepshead Bay",Asian,2003,Percent,0.74949,SD22
"Flatbush, Midwood, Sheepshead Bay",Asian,2004,Percent,0.77888,SD22
"Flatbush, Midwood, Sheepshead Bay",Black,2001,Percent,0.53545,SD22
"Flatbush, Midwood, Sheepshead Bay",Black,2002,Percent,0.60627,SD22
"Flatbush, Midwood, Sheepshead Bay",Black,2003,Percent,0.60653,SD22
"Flatbush, Midwood, Sheepshead Bay",Black,2004,Percent,0.61251,SD22
"Flatbush, Midwood, Sheepshead Bay",Latino,2001,Percent,0.45645,SD22
"Flatbush, Midwood, Sheepshead Bay",Latino,2002,Percent,0.45833,SD22
"Flatbush, Midwood, Sheepshead Bay",Latino,2003,Percent,0.51884,SD22
"Flatbush, Midwood, Sheepshead Bay",Latino,2004,Percent,0.56284,SD22
"Flatbush, Midwood, Sheepshead Bay",White,2001,Percent,0.7,SD22
"Flatbush, Midwood, Sheepshead Bay",White,2002,Percent,0.69881,SD22
"Flatbush, Midwood, Sheepshead Bay",White,2003,Percent,0.71906,SD22
"Flatbush, Midwood, Sheepshead Bay",White,2004,Percent,0.7519,SD22
"Brownsville, Ocean Hill",Asian,2003,Percent,No Data,SD23
"Brownsville, Ocean Hill",Asian,2004,Percent,No Data,SD23
"Brownsville, Ocean Hill",Black,2001,Percent,0.30952,SD23
"Brownsville, Ocean Hill",Black,2002,Percent,0.51799,SD23
"Brownsville, Ocean Hill",Black,2003,Percent,0.51266,SD23
"Brownsville, Ocean Hill",Black,2004,Percent,0.62951,SD23
"Brownsville, Ocean Hill",Latino,2001,Percent,0.34043,SD23
"Brownsville, Ocean Hill",Latino,2002,Percent,0.43478,SD23
"Brownsville, Ocean Hill",Latino,2003,Percent,0.45455,SD23
"Brownsville, Ocean Hill",Latino,2004,Percent,0.61905,SD23
"Brownsville, Ocean Hill",White,2001,Percent,No Data,SD23
"Brownsville, Ocean Hill",White,2002,Percent,No Data,SD23
"Brownsville, Ocean Hill",White,2004,Percent,No Data,SD23
"Sunnyside, Woodside, Jackson Hts",Asian,2001,Percent,0.65464,SD24
"Sunnyside, Woodside, Jackson Hts",Asian,2002,Percent,0.59627,SD24
"Sunnyside, Woodside, Jackson Hts",Asian,2003,Percent,0.64179,SD24
"Sunnyside, Woodside, Jackson Hts",Asian,2004,Percent,0.6814,SD24
"Sunnyside, Woodside, Jackson Hts",Black,2001,Percent,0.38333,SD24
"Sunnyside, Woodside, Jackson Hts",Black,2002,Percent,0.49099,SD24
"Sunnyside, Woodside, Jackson Hts",Black,2003,Percent,0.51515,SD24
"Sunnyside, Woodside, Jackson Hts",Black,2004,Percent,0.53394,SD24
"Sunnyside, Woodside, Jackson Hts",Latino,2001,Percent,0.45819,SD24
"Sunnyside, Woodside, Jackson Hts",Latino,2002,Percent,0.45771,SD24
"Sunnyside, Woodside, Jackson Hts",Latino,2003,Percent,0.45258,SD24
"Sunnyside, Woodside, Jackson Hts",Latino,2004,Percent,0.49147,SD24
"Sunnyside, Woodside, Jackson Hts",White,2001,Percent,0.53608,SD24
"Sunnyside, Woodside, Jackson Hts",White,2002,Percent,0.4895,SD24
"Sunnyside, Woodside, Jackson Hts",White,2003,Percent,0.55584,SD24
"Sunnyside, Woodside, Jackson Hts",White,2004,Percent,0.63972,SD24
"Flushing, Whitestone",Asian,2001,Percent,0.63588,SD25
"Flushing, Whitestone",Asian,2002,Percent,0.58609,SD25
"Flushing, Whitestone",Asian,2003,Percent,0.65441,SD25
"Flushing, Whitestone",Asian,2004,Percent,0.75382,SD25
"Flushing, Whitestone",Black,2001,Percent,0.45946,SD25
"Flushing, Whitestone",Black,2002,Percent,0.415,SD25
"Flushing, Whitestone",Black,2003,Percent,0.42553,SD25
"Flushing, Whitestone",Black,2004,Percent,0.49779,SD25
"Flushing, Whitestone",Latino,2001,Percent,0.39796,SD25
"Flushing, Whitestone",Latino,2002,Percent,0.35,SD25
"Flushing, Whitestone",Latino,2003,Percent,0.43228,SD25
"Flushing, Whitestone",Latino,2004,Percent,0.46809,SD25
"Flushing, Whitestone",White,2001,Percent,0.76491,SD25
"Flushing, Whitestone",White,2002,Percent,0.7614,SD25
"Flushing, Whitestone",White,2003,Percent,0.73191,SD25
"Flushing, Whitestone",White,2004,Percent,0.72973,SD25
"Bayside, Douglaston, Little Neck",Asian,2001,Percent,0.77524,SD26
"Bayside, Douglaston, Little Neck",Asian,2002,Percent,0.79167,SD26
