"Name","Home Ownership"
"Description","Residents of occupied housing units who own their unit."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B25003 (2005-2019); retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes",""

Location,TimeFrame,DataFormat,Data,Fips
Concourse/Highbridge,2010,Percent,0.069,204
Unionport/Soundview,2010,Percent,0.18969,209
Mott Haven,2010,Percent,0.07584,201
Hunts Point,2010,Percent,0.07584,202
Washington Heights,2010,Percent,0.10319,112
Manhattanville,2010,Percent,0.14295,109
Central Harlem,2010,Percent,0.13429,110
East Harlem,2010,Percent,0.06564,111
Upper East Side,2010,Percent,0.32676,108
Upper West Side,2010,Percent,0.31971,107
Chelsea/Clinton,2010,Percent,0.24923,104
Midtown Business District,2010,Percent,0.24923,105
Murray Hill/Stuyvesant,2010,Percent,0.28216,106
Lower East Side,2010,Percent,0.13615,103
Battery Park/Tribeca,2010,Percent,0.25284,101
Greenwich Village,2010,Percent,0.25284,102
Tottenville,2010,Percent,0.79521,503
South Beach,2010,Percent,0.71771,502
St. George,2010,Percent,0.58305,501
Williamsburg/Greenpoint,2010,Percent,0.17745,301
Bushwick,2010,Percent,0.15938,304
Bedford Stuyvesant,2010,Percent,0.20366,303
Fort Greene/Brooklyn Hts,2010,Percent,0.31074,302
Park Slope,2010,Percent,0.35967,306
Crown Heights North,2010,Percent,0.19306,308
Brownsville,2010,Percent,0.17527,316
East New York,2010,Percent,0.23097,305
Canarsie,2010,Percent,0.57817,318
East Flatbush,2010,Percent,0.36046,317
Crown Heights South,2010,Percent,0.15122,309
Sunset Park,2010,Percent,0.26815,307
Bay Ridge,2010,Percent,0.36917,310
Borough Park,2010,Percent,0.30614,312
Flatbush/Midwood,2010,Percent,0.24278,314
Sheepshead Bay,2010,Percent,0.4652,315
Bensonhurst,2010,Percent,0.39352,311
Coney Island,2010,Percent,0.30247,313
Astoria,2010,Percent,0.18125,401
Jackson Heights,2010,Percent,0.33707,403
Flushing,2010,Percent,0.49035,407
Bayside,2010,Percent,0.70685,411
Queens Village,2010,Percent,0.72198,413
Fresh Meadows/Briarwood,2010,Percent,0.46014,408
Elmhurst/Corona,2010,Percent,0.27615,404
Rego Park/Forest Hills,2010,Percent,0.41963,406
Sunnyside/Woodside,2010,Percent,0.24233,402
Ridgewood/Glendale,2010,Percent,0.40417,405
Woodhaven,2010,Percent,0.43282,409
Jamaica/St. Albans,2010,Percent,0.46298,412
Howard Beach,2010,Percent,0.65173,410
The Rockaways,2010,Percent,0.37761,414
Bronx,2011,Percent,0.19013,36005
Brooklyn,2011,Percent,0.28654,36047
Manhattan,2011,Percent,0.21923,36061
Queens,2011,Percent,0.4295,36081
Staten Island,2011,Percent,0.68948,36085
New York City,2011,Percent,0.31315,3651000
Riverdale,2011,Percent,0.28445,208
Williamsbridge,2011,Percent,0.36791,212
Throgs Neck,2011,Percent,0.44285,210
Pelham Parkway,2011,Percent,0.26847,211
Morrisania,2011,Percent,0.07361,203
East Tremont,2011,Percent,0.07361,206
Bedford Park,2011,Percent,0.07613,207
University Heights,2011,Percent,0.04111,205
Concourse/Highbridge,2011,Percent,0.07968,204
Unionport/Soundview,2011,Percent,0.21144,209
Mott Haven,2011,Percent,0.06151,201
Hunts Point,2011,Percent,0.06151,202
Washington Heights,2011,Percent,0.08306,112
Manhattanville,2011,Percent,0.10952,109
Central Harlem,2011,Percent,0.15,110
East Harlem,2011,Percent,0.0595,111
Upper East Side,2011,Percent,0.36449,108
Upper West Side,2011,Percent,0.28716,107
Chelsea/Clinton,2011,Percent,0.23059,104
Midtown Business District,2011,Percent,0.23059,105
Murray Hill/Stuyvesant,2011,Percent,0.29353,106
Lower East Side,2011,Percent,0.10627,103
Battery Park/Tribeca,2011,Percent,0.26997,101
Greenwich Village,2011,Percent,0.26997,102
Tottenville,2011,Percent,0.81655,503
South Beach,2011,Percent,0.71297,502
St. George,2011,Percent,0.54301,501
Williamsburg/Greenpoint,2011,Percent,0.15348,301
Bushwick,2011,Percent,0.12472,304
Bedford Stuyvesant,2011,Percent,0.22579,303
Fort Greene/Brooklyn Hts,2011,Percent,0.27809,302
Park Slope,2011,Percent,0.34297,306
Crown Heights North,2011,Percent,0.15472,308
Brownsville,2011,Percent,0.17976,316
East New York,2011,Percent,0.19457,305
Canarsie,2011,Percent,0.58065,318
East Flatbush,2011,Percent,0.35337,317
Crown Heights South,2011,Percent,0.1551,309
Sunset Park,2011,Percent,0.24264,307
Bay Ridge,2011,Percent,0.3992,310
Borough Park,2011,Percent,0.31007,312
Flatbush/Midwood,2011,Percent,0.22713,314
Sheepshead Bay,2011,Percent,0.45911,315
Bensonhurst,2011,Percent,0.35543,311
Coney Island,2011,Percent,0.27232,313
Astoria,2011,Percent,0.18458,401
Jackson Heights,2011,Percent,0.30048,403
Flushing,2011,Percent,0.45533,407
Bayside,2011,Percent,0.68731,411
Queens Village,2011,Percent,0.73601,413
Fresh Meadows/Briarwood,2011,Percent,0.43473,408
Elmhurst/Corona,2011,Percent,0.24218,404
Rego Park/Forest Hills,2011,Percent,0.42564,406
Sunnyside/Woodside,2011,Percent,0.2333,402
Ridgewood/Glendale,2011,Percent,0.39722,405
Woodhaven,2011,Percent,0.4459,409
Jamaica/St. Albans,2011,Percent,0.49774,412
Howard Beach,2011,Percent,0.64674,410
The Rockaways,2011,Percent,0.39867,414
Bronx,2012,Percent,0.19143,36005
Brooklyn,2012,Percent,0.29728,36047
Manhattan,2012,Percent,0.22052,36061
Queens,2012,Percent,0.43574,36081
Staten Island,2012,Percent,0.67305,36085
Riverdale,2012,Percent,0.33716,208
Williamsbridge,2012,Percent,0.35178,212
Throgs Neck,2012,Percent,0.48031,210
Pelham Parkway,2012,Percent,0.27987,211
Morrisania,2012,Percent,0.07654,203
East Tremont,2012,Percent,0.07654,206
Bedford Park,2012,Percent,0.06119,207
University Heights,2012,Percent,0.02804,205
Concourse/Highbridge,2012,Percent,0.05652,204
Unionport/Soundview,2012,Percent,0.21163,209
Mott Haven,2012,Percent,0.06478,201
Hunts Point,2012,Percent,0.06478,202
Washington Heights,2012,Percent,0.08933,112
Manhattanville,2012,Percent,0.13246,109
Central Harlem,2012,Percent,0.12682,110
East Harlem,2012,Percent,0.07773,111
Upper East Side,2012,Percent,0.30893,108
Upper West Side,2012,Percent,0.30861,107
Chelsea/Clinton,2012,Percent,0.23216,104
Midtown Business District,2012,Percent,0.23216,105
Murray Hill/Stuyvesant,2012,Percent,0.30651,106
Lower East Side,2012,Percent,0.12478,103
Battery Park/Tribeca,2012,Percent,0.28021,101
Greenwich Village,2012,Percent,0.28021,102
Tottenville,2012,Percent,0.78521,503
South Beach,2012,Percent,0.7148,502
St. George,2012,Percent,0.53825,501
Williamsburg/Greenpoint,2012,Percent,0.16855,301
Bushwick,2012,Percent,0.13929,304
Bedford Stuyvesant,2012,Percent,0.22333,303
Fort Greene/Brooklyn Hts,2012,Percent,0.30736,302
Park Slope,2012,Percent,0.33247,306
Crown Heights North,2012,Percent,0.16645,308
Brownsville,2012,Percent,0.21082,316
East New York,2012,Percent,0.25072,305
Canarsie,2012,Percent,0.56664,318
East Flatbush,2012,Percent,0.30708,317
Crown Heights South,2012,Percent,0.14905,309
Sunset Park,2012,Percent,0.27059,307
Bay Ridge,2012,Percent,0.40488,310
Borough Park,2012,Percent,0.33041,312
Flatbush/Midwood,2012,Percent,0.23507,314
Sheepshead Bay,2012,Percent,0.4816,315
Bensonhurst,2012,Percent,0.34581,311
Coney Island,2012,Percent,0.30573,313
Astoria,2012,Percent,0.18567,401
Jackson Heights,2012,Percent,0.33626,403
Flushing,2012,Percent,0.47116,407
Bayside,2012,Percent,0.69273,411
Queens Village,2012,Percent,0.72317,413
Fresh Meadows/Briarwood,2012,Percent,0.48156,408
Elmhurst/Corona,2012,Percent,0.20302,404
Rego Park/Forest Hills,2012,Percent,0.44814,406
Sunnyside/Woodside,2012,Percent,0.28445,402
Ridgewood/Glendale,2012,Percent,0.38906,405
Woodhaven,2012,Percent,0.48538,409
Jamaica/St. Albans,2012,Percent,0.49835,412
Howard Beach,2012,Percent,0.62783,410
The Rockaways,2012,Percent,0.34559,414
New York City,2012,Percent,0.3173,3651000
Bronx,2013,Percent,0.18529,36005
Brooklyn,2013,Percent,0.29632,36047
Manhattan,2013,Percent,0.23053,36061
Queens,2013,Percent,0.43894,36081
Staten Island,2013,Percent,0.67421,36085
Riverdale,2013,Percent,0.33774,208
Williamsbridge,2013,Percent,0.35631,212
Throgs Neck,2013,Percent,0.40944,210
Pelham Parkway,2013,Percent,0.26358,211
Morrisania,2013,Percent,0.05825,203
East Tremont,2013,Percent,0.05825,206
Bedford Park,2013,Percent,0.06828,207
University Heights,2013,Percent,0.04548,205
Concourse/Highbridge,2013,Percent,0.06662,204
Unionport/Soundview,2013,Percent,0.22149,209
Mott Haven,2013,Percent,0.06442,201
Hunts Point,2013,Percent,0.06442,202
Washington Heights,2013,Percent,0.09139,112
Manhattanville,2013,Percent,0.14608,109
Central Harlem,2013,Percent,0.14214,110
East Harlem,2013,Percent,0.09153,111
Upper East Side,2013,Percent,0.33123,108
Upper West Side,2013,Percent,0.31875,107
Chelsea/Clinton,2013,Percent,0.24862,104
Midtown Business District,2013,Percent,0.24862,105
Murray Hill/Stuyvesant,2013,Percent,0.31527,106
Lower East Side,2013,Percent,0.12569,103
Battery Park/Tribeca,2013,Percent,0.282,101
Greenwich Village,2013,Percent,0.282,102
Tottenville,2013,Percent,0.78737,503
South Beach,2013,Percent,0.6932,502
St. George,2013,Percent,0.55334,501
Williamsburg/Greenpoint,2013,Percent,0.16473,301
Bushwick,2013,Percent,0.13966,304
Bedford Stuyvesant,2013,Percent,0.20952,303
Fort Greene/Brooklyn Hts,2013,Percent,0.32194,302
Park Slope,2013,Percent,0.36134,306
Crown Heights North,2013,Percent,0.19568,308
Brownsville,2013,Percent,0.16096,316
East New York,2013,Percent,0.2208,305
Canarsie,2013,Percent,0.56518,318
East Flatbush,2013,Percent,0.35237,317
Crown Heights South,2013,Percent,0.16624,309
Sunset Park,2013,Percent,0.25461,307
Bay Ridge,2013,Percent,0.37889,310
Borough Park,2013,Percent,0.31144,312
Flatbush/Midwood,2013,Percent,0.22556,314
Sheepshead Bay,2013,Percent,0.49507,315
Bensonhurst,2013,Percent,0.35714,311
Coney Island,2013,Percent,0.31292,313
Astoria,2013,Percent,0.16892,401
Jackson Heights,2013,Percent,0.32047,403
Flushing,2013,Percent,0.49282,407
Bayside,2013,Percent,0.70459,411
Queens Village,2013,Percent,0.73088,413
Fresh Meadows/Briarwood,2013,Percent,0.47392,408
Elmhurst/Corona,2013,Percent,0.25681,404
Rego Park/Forest Hills,2013,Percent,0.43934,406
Sunnyside/Woodside,2013,Percent,0.28805,402
Ridgewood/Glendale,2013,Percent,0.41787,405
Woodhaven,2013,Percent,0.46893,409
Jamaica/St. Albans,2013,Percent,0.46362,412
Howard Beach,2013,Percent,0.6773,410
The Rockaways,2013,Percent,0.35072,414
New York City,2013,Percent,0.3203,3651000
New York City,2014,Percent,0.3118,3651000
Bronx,2014,Percent,0.18152,36005
Brooklyn,2014,Percent,0.2848,36047
Manhattan,2014,Percent,0.22663,36061
Queens,2014,Percent,0.43069,36081
Staten Island,2014,Percent,0.68199,36085
Riverdale,2014,Percent,0.29685,208
Williamsbridge,2014,Percent,0.36355,212
Throgs Neck,2014,Percent,0.41503,210
Pelham Parkway,2014,Percent,0.30511,211
Morrisania,2014,Percent,0.07261,203
East Tremont,2014,Percent,0.07261,206
Bedford Park,2014,Percent,0.04546,207
University Heights,2014,Percent,0.03007,205
Concourse/Highbridge,2014,Percent,0.07176,204
Unionport/Soundview,2014,Percent,0.20832,209
Mott Haven,2014,Percent,0.05635,201
Hunts Point,2014,Percent,0.05635,202
Washington Heights,2014,Percent,0.07761,112
Manhattanville,2014,Percent,0.13725,109
Central Harlem,2014,Percent,0.12179,110
East Harlem,2014,Percent,0.05225,111
Upper East Side,2014,Percent,0.34194,108
Upper West Side,2014,Percent,0.36169,107
Chelsea/Clinton,2014,Percent,0.20845,104
Midtown Business District,2014,Percent,0.20845,105
Murray Hill/Stuyvesant,2014,Percent,0.31513,106
Lower East Side,2014,Percent,0.12133,103
Battery Park/Tribeca,2014,Percent,0.29685,101
Greenwich Village,2014,Percent,0.29685,102
Tottenville,2014,Percent,0.80984,503
South Beach,2014,Percent,0.67768,502
St. George,2014,Percent,0.56633,501
Williamsburg/Greenpoint,2014,Percent,0.17122,301
Bushwick,2014,Percent,0.10925,304
Bedford Stuyvesant,2014,Percent,0.18935,303
Fort Greene/Brooklyn Hts,2014,Percent,0.32166,302
