"Name","Graduation Rate by Students with Disabilities"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a>"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Students with Disabilities,TimeFrame,DataFormat,Data,Fips
Washington Heights,Students with Disabilities,2013,Percent,0.20321,SD6
Washington Heights,Students with Disabilities,2014,Percent,0.31905,SD6
Mott Haven,General Education,2005,Percent,0.6593,SD7
Mott Haven,General Education,2006,Percent,0.64212,SD7
Mott Haven,General Education,2007,Percent,0.61379,SD7
Mott Haven,General Education,2008,Percent,0.61608,SD7
Mott Haven,General Education,2009,Percent,0.58916,SD7
Mott Haven,General Education,2010,Percent,0.60332,SD7
Mott Haven,General Education,2011,Percent,0.57572,SD7
Mott Haven,General Education,2012,Percent,0.57133,SD7
Mott Haven,General Education,2013,Percent,0.48663,SD7
Mott Haven,General Education,2014,Percent,0.53386,SD7
Mott Haven,Students with Disabilities,2005,Percent,0.10744,SD7
Mott Haven,Students with Disabilities,2006,Percent,0.16949,SD7
Mott Haven,Students with Disabilities,2007,Percent,0.20188,SD7
Mott Haven,Students with Disabilities,2008,Percent,0.20455,SD7
Mott Haven,Students with Disabilities,2009,Percent,0.1806,SD7
Mott Haven,Students with Disabilities,2010,Percent,0.20359,SD7
Mott Haven,Students with Disabilities,2011,Percent,0.22111,SD7
Mott Haven,Students with Disabilities,2012,Percent,0.21379,SD7
Mott Haven,Students with Disabilities,2013,Percent,0.2819,SD7
Mott Haven,Students with Disabilities,2014,Percent,0.30633,SD7
"Hunts Point, Port Morris",General Education,2005,Percent,0.50759,SD8
"Hunts Point, Port Morris",General Education,2006,Percent,0.44059,SD8
"Hunts Point, Port Morris",General Education,2007,Percent,0.45811,SD8
"Hunts Point, Port Morris",General Education,2008,Percent,0.45658,SD8
"Hunts Point, Port Morris",General Education,2009,Percent,0.48758,SD8
"Hunts Point, Port Morris",General Education,2010,Percent,0.4949,SD8
"Hunts Point, Port Morris",General Education,2011,Percent,0.49211,SD8
"Hunts Point, Port Morris",General Education,2012,Percent,0.46216,SD8
"Hunts Point, Port Morris",General Education,2013,Percent,0.47001,SD8
"Hunts Point, Port Morris",General Education,2014,Percent,0.51295,SD8
"Hunts Point, Port Morris",Students with Disabilities,2005,Percent,0.21466,SD8
"Hunts Point, Port Morris",Students with Disabilities,2006,Percent,0.14552,SD8
"Hunts Point, Port Morris",Students with Disabilities,2007,Percent,0.148,SD8
"Hunts Point, Port Morris",Students with Disabilities,2008,Percent,0.20229,SD8
"Hunts Point, Port Morris",Students with Disabilities,2009,Percent,0.16493,SD8
"Hunts Point, Port Morris",Students with Disabilities,2010,Percent,0.22913,SD8
"Hunts Point, Port Morris",Students with Disabilities,2011,Percent,0.23964,SD8
"Hunts Point, Port Morris",Students with Disabilities,2012,Percent,0.21256,SD8
"Hunts Point, Port Morris",Students with Disabilities,2013,Percent,0.22656,SD8
"Hunts Point, Port Morris",Students with Disabilities,2014,Percent,0.24682,SD8
"East Tremont, Morris Heights",General Education,2005,Percent,0.49418,SD9
"East Tremont, Morris Heights",General Education,2006,Percent,0.52654,SD9
"East Tremont, Morris Heights",General Education,2007,Percent,0.60209,SD9
"East Tremont, Morris Heights",General Education,2008,Percent,0.69493,SD9
"East Tremont, Morris Heights",General Education,2009,Percent,0.74508,SD9
"East Tremont, Morris Heights",General Education,2010,Percent,0.69208,SD9
"East Tremont, Morris Heights",General Education,2011,Percent,0.63887,SD9
"East Tremont, Morris Heights",General Education,2012,Percent,0.65373,SD9
"East Tremont, Morris Heights",General Education,2013,Percent,0.61516,SD9
"East Tremont, Morris Heights",General Education,2014,Percent,0.63081,SD9
"East Tremont, Morris Heights",Students with Disabilities,2005,Percent,0.08097,SD9
"East Tremont, Morris Heights",Students with Disabilities,2006,Percent,0.16993,SD9
"East Tremont, Morris Heights",Students with Disabilities,2007,Percent,0.12376,SD9
"East Tremont, Morris Heights",Students with Disabilities,2008,Percent,0.2521,SD9
"East Tremont, Morris Heights",Students with Disabilities,2009,Percent,0.31159,SD9
"East Tremont, Morris Heights",Students with Disabilities,2010,Percent,0.3,SD9
"East Tremont, Morris Heights",Students with Disabilities,2011,Percent,0.25499,SD9
"East Tremont, Morris Heights",Students with Disabilities,2012,Percent,0.21656,SD9
"East Tremont, Morris Heights",Students with Disabilities,2013,Percent,0.30532,SD9
"East Tremont, Morris Heights",Students with Disabilities,2014,Percent,0.30894,SD9
"Riverdale, Kingsbridge, Fordham",General Education,2005,Percent,0.52849,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2006,Percent,0.52558,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2007,Percent,0.593,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2008,Percent,0.64673,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2009,Percent,0.67147,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2010,Percent,0.66999,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2011,Percent,0.66423,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2012,Percent,0.63164,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2013,Percent,0.63892,SD10
"Riverdale, Kingsbridge, Fordham",General Education,2014,Percent,0.66658,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2005,Percent,0.15116,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2006,Percent,0.18941,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2007,Percent,0.19435,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2008,Percent,0.23167,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2009,Percent,0.25038,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2010,Percent,0.269,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2011,Percent,0.23282,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2012,Percent,0.22646,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2013,Percent,0.26877,SD10
"Riverdale, Kingsbridge, Fordham",Students with Disabilities,2014,Percent,0.27838,SD10
"Eastchester, Baychester, Co-op City",General Education,2005,Percent,0.48,SD11
"Eastchester, Baychester, Co-op City",General Education,2006,Percent,0.50883,SD11
"Eastchester, Baychester, Co-op City",General Education,2007,Percent,0.58883,SD11
"Eastchester, Baychester, Co-op City",General Education,2008,Percent,0.65147,SD11
"Eastchester, Baychester, Co-op City",General Education,2009,Percent,0.66222,SD11
"Eastchester, Baychester, Co-op City",General Education,2010,Percent,0.6677,SD11
"Eastchester, Baychester, Co-op City",General Education,2011,Percent,0.65908,SD11
"Eastchester, Baychester, Co-op City",General Education,2012,Percent,0.64662,SD11
"Eastchester, Baychester, Co-op City",General Education,2013,Percent,0.6491,SD11
"Eastchester, Baychester, Co-op City",General Education,2014,Percent,0.71121,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2005,Percent,0.12871,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2006,Percent,0.19048,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2007,Percent,0.19082,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2008,Percent,0.28475,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2009,Percent,0.23819,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2010,Percent,0.32348,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2011,Percent,0.22148,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2012,Percent,0.23539,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2013,Percent,0.32308,SD11
"Eastchester, Baychester, Co-op City",Students with Disabilities,2014,Percent,0.34375,SD11
"Crotona Park, Morrisania, Melrose",General Education,2005,Percent,0.43519,SD12
"Crotona Park, Morrisania, Melrose",General Education,2006,Percent,0.44835,SD12
"Crotona Park, Morrisania, Melrose",General Education,2007,Percent,0.49267,SD12
"Crotona Park, Morrisania, Melrose",General Education,2008,Percent,0.51366,SD12
"Crotona Park, Morrisania, Melrose",General Education,2009,Percent,0.5523,SD12
"Crotona Park, Morrisania, Melrose",General Education,2010,Percent,0.57558,SD12
"Crotona Park, Morrisania, Melrose",General Education,2011,Percent,0.44594,SD12
"Crotona Park, Morrisania, Melrose",General Education,2012,Percent,0.43438,SD12
"Crotona Park, Morrisania, Melrose",General Education,2013,Percent,0.47593,SD12
"Crotona Park, Morrisania, Melrose",General Education,2014,Percent,0.53749,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2005,Percent,0.15827,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2006,Percent,0.12,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2007,Percent,0.12568,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2008,Percent,0.18286,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2009,Percent,0.2567,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2010,Percent,0.26207,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2011,Percent,0.22222,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2012,Percent,0.22343,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2013,Percent,0.25949,SD12
"Crotona Park, Morrisania, Melrose",Students with Disabilities,2014,Percent,0.34072,SD12
"Brooklyn Hts, Downtown Brooklyn",General Education,2005,Percent,0.80275,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2006,Percent,0.80667,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2007,Percent,0.78579,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2008,Percent,0.81785,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2009,Percent,0.78326,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2010,Percent,0.78956,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2011,Percent,0.78018,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2012,Percent,0.78041,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2013,Percent,0.78994,SD13
"Brooklyn Hts, Downtown Brooklyn",General Education,2014,Percent,0.81304,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2005,Percent,0.16981,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2006,Percent,0.19588,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2007,Percent,0.14504,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2008,Percent,0.16667,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2009,Percent,0.27717,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2010,Percent,0.26016,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2011,Percent,0.22523,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2012,Percent,0.27642,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2013,Percent,0.35484,SD13
"Brooklyn Hts, Downtown Brooklyn",Students with Disabilities,2014,Percent,0.36293,SD13
"Williamsburg, Greenpoint",General Education,2005,Percent,0.55714,SD14
"Williamsburg, Greenpoint",General Education,2006,Percent,0.58445,SD14
"Williamsburg, Greenpoint",General Education,2007,Percent,0.61607,SD14
"Williamsburg, Greenpoint",General Education,2008,Percent,0.68638,SD14
"Williamsburg, Greenpoint",General Education,2009,Percent,0.71062,SD14
"Williamsburg, Greenpoint",General Education,2010,Percent,0.712,SD14
"Williamsburg, Greenpoint",General Education,2011,Percent,0.68339,SD14
"Williamsburg, Greenpoint",General Education,2012,Percent,0.71128,SD14
"Williamsburg, Greenpoint",General Education,2013,Percent,0.61425,SD14
"Williamsburg, Greenpoint",General Education,2014,Percent,0.66549,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2005,Percent,0.22527,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2006,Percent,0.19685,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2007,Percent,0.23669,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2008,Percent,0.35545,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2009,Percent,0.28652,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2010,Percent,0.36885,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2011,Percent,0.34409,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2012,Percent,0.3526,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2013,Percent,0.30075,SD14
"Williamsburg, Greenpoint",Students with Disabilities,2014,Percent,0.42056,SD14
